,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000124126,195.7979045,-0.550070696,0.168313091,0.000241834,0.001775878
ENSG00000124134,26.12910835,-2.7787362,0.495541899,1.33E-09,2.65E-08
ENSG00000124145,5567.114921,-0.349714697,0.130226226,0.003195731,0.016470917
ENSG00000124151,1572.037816,1.326129833,0.146058652,5.55E-21,3.71E-19
ENSG00000124155,4842.543611,-0.049408365,0.077646952,0.511476825,0.713264467
ENSG00000124160,679.5192786,-0.032292823,0.102823818,0.739426385,0.870938274
ENSG00000124164,1219.077661,0.240326482,0.087753998,0.004245089,0.020924117
ENSG00000124171,15.35339582,0.21614938,0.327439807,0.197281051,0.399615501
ENSG00000124172,2366.850958,0.028516712,0.088183388,0.752290938,0.876510841
ENSG00000124177,1474.735824,-0.220271606,0.108221235,0.029766719,0.100408225
ENSG00000124181,1487.680311,-0.025666207,0.083204384,0.744357234,0.873100613
ENSG00000124191,214.0124997,-0.275457742,0.153090828,0.039555777,0.124851211
ENSG00000124193,2790.451205,-0.139691319,0.086956675,0.094015903,0.236480876
ENSG00000124198,1632.479843,0.294740338,0.092295123,0.000729173,0.004670536
ENSG00000124201,3122.661634,0.019686736,0.084477956,0.80781264,0.90710669
ENSG00000124207,1264.395658,-0.091385101,0.090784494,0.292628564,0.514892244
ENSG00000124209,1211.259148,0.047930853,0.086825583,0.576831533,0.764479957
ENSG00000124212,10182.17489,-0.646743868,0.085382236,5.34E-15,2.01E-13
ENSG00000124214,2930.642898,-0.100628536,0.086844288,0.223674015,0.433117861
ENSG00000124216,65.72062542,-0.490304143,0.255749573,0.012044387,0.048968312
ENSG00000124217,166.8853355,-0.085366081,0.155015021,0.526932538,0.72620425
ENSG00000124222,1133.949171,-0.042145652,0.093057874,0.634813616,0.805333036
ENSG00000124224,162.3730784,-0.149933465,0.147731399,0.250985271,0.46717716
ENSG00000124225,142.9016675,-1.012786214,0.195857604,2.14E-08,3.59E-07
ENSG00000124226,1517.421586,-0.4431129,0.096750215,1.62E-06,1.94E-05
ENSG00000124228,705.0096035,0.130987807,0.10070535,0.169764998,0.363022794
ENSG00000124243,249.9942622,-0.203987269,0.14462769,0.110710519,0.267562511
ENSG00000124249,96.84958457,-1.393678724,0.217179462,9.95E-12,2.52E-10
ENSG00000124251,6.71755863,-0.009546896,0.287950685,0.938002755,0.971122503
ENSG00000124257,12.20232021,-0.063858736,0.282759432,0.635464486,0.805727604
ENSG00000124275,565.5396507,0.01808819,0.110280658,0.862582122,0.934182517
ENSG00000124279,101.349755,-0.129733268,0.16724632,0.360664583,0.581407424
ENSG00000124299,1622.540637,-0.085018502,0.092394655,0.334975267,0.557039031
ENSG00000124313,323.2059302,0.094442312,0.115913325,0.382916236,0.603215744
ENSG00000124333,940.3268221,-0.006925361,0.091606987,0.936712601,0.970467932
ENSG00000124343,1197.927504,0.096376111,0.113379863,0.366446503,0.586447102
ENSG00000124356,618.9192689,-0.035750776,0.098428082,0.704450008,0.849358755
ENSG00000124357,1254.249786,-0.345733875,0.089043214,5.22E-05,0.000450559
ENSG00000124370,161.0837359,-0.400289407,0.168443818,0.006354028,0.029308353
ENSG00000124374,25.60188699,0.937004561,0.464476321,0.002670559,0.014119336
ENSG00000124380,359.3673951,0.086018619,0.114938675,0.416829247,0.635435302
ENSG00000124383,505.3035323,-0.149180849,0.113532576,0.157619388,0.344145687
ENSG00000124399,11.55212069,-0.172774997,0.316136231,0.262160164,0.480062902
ENSG00000124406,24.92346279,-0.237386835,0.304395105,0.18129011,0.378136391
ENSG00000124422,3921.958761,-0.333202422,0.076793399,7.95E-06,8.33E-05
ENSG00000124440,197.3040062,2.504870078,0.172248093,4.72E-49,1.48E-46
ENSG00000124444,118.1092848,-0.18321572,0.173968473,0.20960258,0.415202246
ENSG00000124459,260.2240876,-0.399400753,0.140899592,0.001750006,0.009885328
ENSG00000124466,19.97514806,-1.053756561,0.488737378,0.001829036,0.010251497
ENSG00000124467,36.62844841,-0.517485988,0.361326057,0.024315588,0.085969641
ENSG00000124486,5354.346127,0.391615044,0.087777782,3.35E-06,3.78E-05
ENSG00000124496,485.0754053,-0.807813508,0.133503239,1.61E-10,3.52E-09
ENSG00000124508,224.3583087,-0.316539243,0.13623911,0.010439827,0.043788875
ENSG00000124523,202.9741217,0.021629456,0.144198522,0.860379938,0.93303008
ENSG00000124532,293.4191972,0.030538374,0.117644479,0.778369982,0.891656493
ENSG00000124535,745.6978232,0.116088408,0.09793586,0.212511203,0.419162814
ENSG00000124541,480.2360545,-0.017953085,0.10758373,0.862019538,0.933938912
ENSG00000124549,146.7536917,-0.096245834,0.15920679,0.483431208,0.691938277
ENSG00000124562,681.8010852,-0.006374947,0.104569902,0.95453275,0.978493995
ENSG00000124570,1600.46865,-0.210980288,0.091462081,0.01558125,0.060052584
ENSG00000124571,562.5464654,0.144896028,0.100100222,0.12600864,0.294457813
ENSG00000124574,535.402657,0.022218874,0.114223415,0.83562793,0.921907587
ENSG00000124587,678.0199493,0.132206379,0.108851462,0.194154388,0.39537598
ENSG00000124588,257.3258196,-0.207072155,0.127510875,0.075202905,0.200993538
ENSG00000124593,92.16135569,0.06668788,0.181434204,0.654644727,0.817706661
ENSG00000124596,352.0718377,0.037003114,0.139124402,0.767555314,0.885961051
ENSG00000124608,353.5311577,-0.744287171,0.157262979,2.84E-07,3.91E-06
ENSG00000124613,121.7829342,-0.359932445,0.193513216,0.024495944,0.086441565
ENSG00000124614,12.92186877,-0.086123589,0.277931785,0.556982898,0.750908868
ENSG00000124615,517.9831321,0.447247684,0.113496132,2.71E-05,0.000252046
ENSG00000124635,41.27577207,0.044697998,0.215142031,0.779532918,0.892277281
ENSG00000124641,355.9338842,0.020432312,0.112574057,0.849263298,0.928077015
ENSG00000124659,477.36467,0.182560349,0.123274722,0.106591404,0.260107476
ENSG00000124688,281.0952762,0.160800107,0.130019975,0.173047959,0.367546287
ENSG00000124702,1046.572714,0.582013927,0.102066793,2.52E-09,4.83E-08
ENSG00000124733,641.3252608,-0.145693914,0.112953785,0.165482671,0.356993423
ENSG00000124749,103.7809425,-0.090717681,0.221484592,0.562574749,0.755239787
ENSG00000124762,8035.070633,-1.000510374,0.075030838,1.39E-41,2.91E-39
ENSG00000124766,1284.228365,-2.397063532,0.142333085,1.20E-65,7.38E-63
ENSG00000124767,1563.687169,0.129314681,0.08209461,0.097165723,0.242636524
ENSG00000124772,14.64331073,0.177195988,0.331200845,0.211515645,0.417944236
ENSG00000124782,610.1455201,0.003731877,0.103506507,0.970346646,0.985669785
ENSG00000124783,2617.126012,-0.032784207,0.091819173,0.710710628,0.8531612
ENSG00000124784,313.3385554,0.035444404,0.117506086,0.732843753,0.866854134
ENSG00000124785,9.430734013,-0.116351827,0.3063976,0.382747327,0.603121405
ENSG00000124786,685.741595,0.113672725,0.123773672,0.321218341,0.544084465
ENSG00000124787,65.13523086,-0.124457675,0.202796418,0.429151525,0.645544659
ENSG00000124788,1394.840864,-0.373361867,0.117602838,0.000619445,0.004056952
ENSG00000124789,1063.153329,0.025193602,0.087498537,0.76635373,0.885436264
ENSG00000124795,2747.97661,0.250876589,0.089234631,0.003265834,0.016769736
ENSG00000124802,47.17682078,0.181114921,0.22414101,0.276386996,0.496935133
ENSG00000124813,136.6441862,0.348768439,0.164542897,0.01490243,0.057988448
ENSG00000124831,2134.915069,0.575950453,0.137255105,6.06E-06,6.50E-05
ENSG00000124875,24.80962136,0.160331424,0.296296771,0.314111354,0.537034308
ENSG00000124920,20.42128949,0.082278562,0.25640106,0.600946372,0.782166717
ENSG00000124942,105804.9197,0.296794948,0.096672235,0.00121551,0.007264169
ENSG00000125037,1210.379308,0.236005519,0.100292183,0.012671014,0.051053204
ENSG00000125107,3767.631607,-0.042412381,0.0816595,0.559143247,0.752781807
ENSG00000125122,33.3782851,-0.038041843,0.246757361,0.802769781,0.904035237
ENSG00000125124,1033.565672,-0.253070126,0.107387123,0.011750995,0.048034362
ENSG00000125144,19.53806535,0.044873462,0.318749058,0.138800474,0.314991477
ENSG00000125148,3660.240359,2.197309549,0.107280536,8.14E-95,1.50E-91
ENSG00000125149,297.5179071,-0.044857462,0.118181281,0.683893421,0.83592657
ENSG00000125166,768.2153282,-0.00805377,0.097987876,0.927789649,0.966189061
ENSG00000125170,449.627918,0.103373979,0.115851706,0.336059642,0.558171119
ENSG00000125246,36.27534483,0.329065973,0.28236939,0.084747199,0.219588526
ENSG00000125247,288.0437905,-0.370626265,0.133843228,0.002364449,0.012769411
ENSG00000125249,741.8491717,-0.092611128,0.095644077,0.309305759,0.532037487
ENSG00000125257,1306.002914,0.510258811,0.124772823,9.51E-06,9.75E-05
ENSG00000125266,1193.362675,0.235623745,0.296622129,0.179228103,0.375991606
ENSG00000125304,2995.024331,0.11938947,0.099268483,0.214313346,0.421479183
ENSG00000125319,25.9154868,0.033642633,0.237905402,0.83215799,0.920165401
ENSG00000125347,494.5671016,-0.437402545,0.165792686,0.002330674,0.012619857
ENSG00000125351,289.7901024,0.091477197,0.139484938,0.466737101,0.677746865
ENSG00000125352,142.1236005,0.075201215,0.149174123,0.567440196,0.758064032
ENSG00000125354,231.4232135,-0.061190483,0.136433053,0.620854078,0.795590632
ENSG00000125356,668.269015,0.186588421,0.100140565,0.048768563,0.146517573
ENSG00000125375,163.0717869,0.281468695,0.157227622,0.04012102,0.126227193
ENSG00000125378,2703.0867,0.131756603,0.129883604,0.262564646,0.480485485
ENSG00000125384,279.7382263,0.188158234,0.151442099,0.156055742,0.341810888
ENSG00000125386,676.058345,-0.04408401,0.095506266,0.617709809,0.793201941
ENSG00000125388,138.109885,-0.239380238,0.163212891,0.089427471,0.228504743
ENSG00000125398,567.7948096,-1.283635038,0.175481295,1.22E-14,4.37E-13
ENSG00000125409,7.284583333,-0.285578805,0.461921769,0.051994773,0.153378112
ENSG00000125430,358.5211261,0.86614621,0.126683854,9.86E-13,2.84E-11
ENSG00000125434,79.2030641,0.036765857,0.183591396,0.806442222,0.906476902
ENSG00000125445,388.7800162,-0.023883483,0.11429359,0.823210824,0.915929662
ENSG00000125447,598.9553861,0.067060958,0.11935744,0.538029569,0.735398249
ENSG00000125449,169.9940814,0.080170624,0.142184911,0.530110602,0.729122928
ENSG00000125450,436.8932048,0.160118832,0.111584394,0.124260663,0.291522472
ENSG00000125454,51.38149746,0.239414134,0.227291541,0.159725247,0.347645927
ENSG00000125457,161.5948821,0.235648555,0.151200942,0.076876635,0.20426587
ENSG00000125458,294.1927803,0.154784478,0.130768986,0.184441637,0.382385185
ENSG00000125459,290.7977112,-0.000929373,0.138405779,0.995315379,0.997720103
ENSG00000125482,276.840442,-0.075341367,0.11903547,0.488080366,0.696011492
ENSG00000125484,964.4634003,-0.072130109,0.08921714,0.395425291,0.616252994
ENSG00000125485,190.250676,0.158024002,0.142520717,0.213048417,0.419773421
ENSG00000125503,2599.776056,0.630364773,0.099833349,3.95E-11,9.27E-10
ENSG00000125505,1371.524966,-0.065685202,0.084659446,0.420235579,0.638458699
ENSG00000125510,67.40873101,-0.253114453,0.223475789,0.134271482,0.308041127
ENSG00000125520,966.0124913,-0.381713496,0.097747898,4.05E-05,0.000359951
ENSG00000125534,2099.960724,-0.056685322,0.090992283,0.517888651,0.718095084
ENSG00000125551,39.45064668,0.033327699,0.22192922,0.834565534,0.921452773
ENSG00000125611,160.1176212,-0.1643063,0.157560738,0.22795032,0.43856521
ENSG00000125618,34.88408631,-0.225858641,0.310384178,0.194915355,0.396277745
ENSG00000125629,437.9526006,0.342699867,0.153068401,0.010899916,0.045235058
ENSG00000125630,272.345576,-0.057220916,0.126373743,0.619239327,0.794285259
ENSG00000125633,1533.359288,-0.211223367,0.094884736,0.019453604,0.072016954
ENSG00000125637,80.26621515,-0.124157944,0.18780421,0.413619087,0.633015711
ENSG00000125648,1561.462596,-0.012920605,0.082496746,0.87745378,0.941624503
ENSG00000125650,57.80366854,0.229110194,0.217641142,0.167708942,0.360064372
ENSG00000125651,1433.111112,-0.11583555,0.090826111,0.18331388,0.381044222
ENSG00000125652,249.2036768,0.075239516,0.146326741,0.560171119,0.75362789
ENSG00000125656,464.4857347,0.095659896,0.105540759,0.33877499,0.5608289
ENSG00000125657,13.34326347,-1.476983515,0.616327341,0.000760517,0.004841515
ENSG00000125675,439.6041751,-0.674553729,0.136349571,1.33E-07,1.95E-06
ENSG00000125676,1821.94642,0.611351842,0.135154072,1.15E-06,1.42E-05
ENSG00000125686,1351.203581,0.00292733,0.088486619,0.972901005,0.986573694
ENSG00000125691,11598.7197,-0.035959194,0.08003769,0.646035902,0.812309413
ENSG00000125703,225.9922522,-0.07234258,0.135162886,0.552779093,0.74724459
ENSG00000125730,8538.821664,0.071733574,0.07377683,0.318549705,0.541546554
ENSG00000125731,24.03553395,-0.050788716,0.245860859,0.744977388,0.873138752
ENSG00000125733,1507.837222,0.162251998,0.111276291,0.121317531,0.286195557
ENSG00000125734,1170.802165,-0.014780524,0.090592756,0.87021288,0.937405329
ENSG00000125740,19.47532152,0.175822842,0.286216696,0.293605176,0.515572056
ENSG00000125741,521.2028211,0.040723649,0.110019943,0.692121273,0.841312873
ENSG00000125743,1753.127602,-0.016310828,0.083361046,0.823515331,0.916145625
ENSG00000125744,282.1181437,0.31789901,0.144506583,0.013812355,0.054630564
ENSG00000125746,529.344929,0.393959058,0.12800394,0.000810317,0.005103612
ENSG00000125753,936.2373762,0.411301093,0.141669967,0.001267735,0.007514044
ENSG00000125755,1213.103903,0.074470478,0.08709836,0.377144236,0.597859257
ENSG00000125772,325.3863185,-0.534798498,0.123983058,4.15E-06,4.62E-05
ENSG00000125775,37.18601521,0.180511985,0.24979005,0.289123621,0.511327324
ENSG00000125779,588.7085665,0.155197806,0.100217158,0.10210956,0.252136626
ENSG00000125812,302.2382955,0.127023225,0.116966628,0.240099966,0.453176547
ENSG00000125814,220.4675212,0.147188628,0.138537259,0.23705722,0.449674434
ENSG00000125817,1859.596701,0.095659091,0.080894802,0.217989366,0.426269768
ENSG00000125818,1717.650289,0.129836018,0.081978148,0.10275053,0.253267162
ENSG00000125821,511.6669696,0.085278536,0.108161626,0.401231286,0.621275837
ENSG00000125826,1399.195759,-0.044872539,0.083750017,0.584696624,0.769966543
ENSG00000125827,1962.856658,0.103360102,0.119987447,0.350750489,0.572106915
ENSG00000125834,482.3101157,-0.19870784,0.105607125,0.049105854,0.147317562
ENSG00000125835,499.1690345,0.471986788,0.141300873,0.000245736,0.001800541
ENSG00000125841,1176.794656,-0.178437556,0.087416759,0.032274863,0.106799871
ENSG00000125843,224.1171429,-0.192615068,0.145617124,0.138012358,0.314018796
ENSG00000125844,14198.65566,0.047800286,0.10874908,0.611589076,0.78909289
ENSG00000125845,99.57744609,-0.310520738,0.292314403,0.093234089,0.235046779
ENSG00000125846,247.4424878,-0.044863574,0.126140785,0.697429586,0.845381919
ENSG00000125848,179.0585793,-2.438618337,0.239129208,3.24E-26,3.34E-24
ENSG00000125851,1382.890359,0.098379912,0.16640831,0.482939912,0.691592957
ENSG00000125863,533.9447868,-0.160974774,0.102906353,0.097537789,0.243309356
ENSG00000125864,55.26845041,0.066772643,0.202361045,0.671231868,0.828050552
ENSG00000125868,15874.48769,0.903528749,0.078112922,7.29E-32,9.84E-30
ENSG00000125870,582.2243857,0.072056048,0.10510508,0.467723552,0.678545696
ENSG00000125871,290.7474561,0.171048051,0.131633665,0.153326117,0.337748903
ENSG00000125875,1718.201218,-0.033714823,0.091039739,0.696059769,0.844437603
ENSG00000125877,417.7750631,0.273480021,0.11454558,0.010234717,0.043099561
ENSG00000125885,129.8721074,0.084632092,0.154442977,0.531199838,0.729972306
ENSG00000125898,75.46337539,0.127542539,0.201500477,0.416504208,0.635205278
ENSG00000125901,244.7767767,0.085595228,0.143839785,0.503602764,0.707867492
ENSG00000125912,1210.229699,0.130592008,0.104026895,0.182664268,0.38002961
ENSG00000125944,1787.743104,-0.094825556,0.1024093,0.32560854,0.548058915
ENSG00000125945,734.1455209,-0.483577437,0.101076703,5.26E-07,6.88E-06
ENSG00000125952,937.2992204,0.119354963,0.113700167,0.259926451,0.477659106
ENSG00000125962,132.2812291,-0.281715714,0.177048372,0.060507386,0.171332635
ENSG00000125965,244.8485641,-1.213011487,0.245155041,3.38E-08,5.52E-07
ENSG00000125966,59.61306214,0.303529437,0.234595407,0.08491366,0.219938688
ENSG00000125967,161.7591777,-0.299218084,0.164564166,0.035050904,0.113769764
ENSG00000125968,51.11863292,0.357609528,0.331709424,0.069065256,0.18941222
ENSG00000125970,2048.882461,-0.422031284,0.114670941,8.07E-05,0.000666517
ENSG00000125971,1448.419488,0.119106378,0.104467966,0.219140468,0.427563509
ENSG00000125977,2077.358914,0.034908604,0.083916525,0.669910887,0.82722602
ENSG00000125991,3679.881636,-0.115184723,0.077105143,0.122682771,0.288595787
ENSG00000125995,382.0977194,0.104052924,0.117001016,0.33798041,0.560128109
ENSG00000126001,745.4924783,-0.27151126,0.124696181,0.017453186,0.065905137
ENSG00000126003,355.9957625,0.180270266,0.117856371,0.099876296,0.247987285
ENSG00000126005,727.171525,0.13472973,0.111743054,0.197282088,0.399615501
ENSG00000126012,1814.893612,0.03094159,0.094144493,0.731510374,0.865916275
ENSG00000126016,387.2101971,-2.350101324,0.175678383,1.44E-42,3.28E-40
ENSG00000126062,1001.440779,0.360457505,0.095384734,7.43E-05,0.000619377
ENSG00000126067,1187.544013,-0.063348895,0.086083865,0.442931262,0.657797514
ENSG00000126070,466.8139894,0.141418307,0.106033657,0.153289668,0.337748903
ENSG00000126088,1183.583982,-0.202075898,0.090972294,0.020010174,0.073571967
ENSG00000126091,220.7041558,-0.00635552,0.13108138,0.959041002,0.980607755
ENSG00000126106,104.6448476,0.485348011,0.20308591,0.004110421,0.020381403
ENSG00000126107,1155.710905,-0.147461898,0.090085728,0.086780216,0.223322138
ENSG00000126214,524.1215982,0.291413683,0.131384815,0.014740184,0.057532476
ENSG00000126215,180.4433842,0.209438973,0.159043824,0.127450365,0.29686544
ENSG00000126216,497.1617212,-0.074402257,0.104854018,0.449642135,0.663703282
ENSG00000126218,294.7263967,0.675308534,0.173163927,1.44E-05,0.000142544
ENSG00000126226,866.9955712,0.060311068,0.08998347,0.479215761,0.688520782
ENSG00000126243,304.1623059,0.18867965,0.121657609,0.090916227,0.231418052
ENSG00000126247,6648.066288,0.15010558,0.080451694,0.054309493,0.158781855
ENSG00000126249,22.84723142,0.068533102,0.251225122,0.664419891,0.823380564
ENSG00000126254,906.6702147,0.204068111,0.104166155,0.037527989,0.119748991
ENSG00000126261,1691.865777,0.277176354,0.108943517,0.006657539,0.030373057
ENSG00000126264,13.41706376,0.110733559,0.282660216,0.464043744,0.675274277
ENSG00000126267,1506.316882,0.001742829,0.09298328,0.983651392,0.991899289
ENSG00000126351,1533.489173,0.18438224,0.106264808,0.064454811,0.179780175
